contract_id,contract_type,contract_status,vendor_id,project_id,contract_manager_id,scope_of_work,original_value,revised_value,revision_factor,variation_orders,currency,start_date,end_date,duration_months,retention_pct,performance_bond_pct,advance_payment_pct,liquidated_damages_pct,payment_terms,insurance_required,description,created_date
CTR-2022-000318,REMEASURE,ACTIVE,VND-000010,PRJ-2020-00251,EMP-000920,Electrical & Instrumentation,630709.0,592298.82,0.9391,0,GBP,2022-04-02,2023-05-27,14,0,0,15,0.5,MONTHLY,True,Lay minute model its rather card you majority seek.,2022-04-02
CTR-2023-000319,LUMP_SUM,COMPLETED,VND-000078,PRJ-2023-00112,EMP-000710,Catering & Camp Services,1633522.9,2118515.85,1.2969,1,EUR,2023-10-22,2027-09-01,47,10,5,20,2.0,MONTHLY,True,Way truth idea direction road capital safe operation.,2023-10-22
CTR-2021-000320,LUMP_SUM,COMPLETED,VND-000105,PRJ-2021-00777,EMP-000738,Painting & Coatings,826359.69,1009563.63,1.2217,0,USD,2021-03-04,2025-01-12,47,5,10,30,5.0,MILESTONE,True,But represent society heart policy side perhaps order.,2021-03-04
CTR-2023-000321,LUMP_SUM,ACTIVE,VND-000886,PRJ-2023-00090,EMP-000812,Catering & Camp Services,1161814.94,1350028.96,1.162,2,SAR,2023-12-10,2026-05-28,30,10,10,15,2.0,MILESTONE,True,Product president after ready indicate herself.,2023-12-10
CTR-2022-000322,REMEASURE,COMPLETED,VND-000823,PRJ-2019-00828,EMP-000280,Scaffolding Services,2452787.13,3045871.06,1.2418,1,EUR,2022-04-01,2023-01-26,10,0,15,0,1.0,COMPLETION,True,Education reduce day rate act inside big minute performance red industry together memory.,2022-04-01
CTR-2021-000323,LUMP_SUM,COMPLETED,VND-000338,PRJ-2021-00012,EMP-000325,Commissioning Support,294392.44,337079.34,1.145,1,GBP,2021-05-10,2024-03-25,35,10,10,0,0.5,PROGRESS,True,Brother box blood cup current enjoy mission cut region far always many debate.,2021-05-10
CTR-2024-000324,REMEASURE,TERMINATED,VND-000278,PRJ-2024-00199,EMP-000578,Road & Infrastructure,23174912.96,28201551.58,1.2169,2,SAR,2024-01-21,2024-12-16,11,5,5,20,2.0,COMPLETION,False,Former able public trade structure protect chance bed memory rich big eight.,2024-01-21
CTR-2019-000325,COST_PLUS,ACTIVE,VND-000513,PRJ-2023-00569,EMP-000904,Commissioning Support,222120.19,179784.08,0.8094,0,EUR,2019-06-03,2020-05-28,12,5,0,15,5.0,MILESTONE,True,Lead with enough anyone spend them system growth.,2019-06-03
CTR-2022-000326,LUMP_SUM,UNDER_NEGOTIATION,VND-000502,PRJ-2023-00723,EMP-000531,Electrical & Instrumentation,162546.12,187724.51,1.1549,1,USD,2022-08-08,2024-09-26,26,5,10,10,2.0,MONTHLY,True,International break surface three act catch positive forget thus western.,2022-08-08
CTR-2019-000327,COST_PLUS,COMPLETED,VND-000735,PRJ-2021-00519,EMP-000023,Scaffolding Services,5706784.63,6845288.16,1.1995,2,USD,2019-06-16,2023-06-25,49,10,10,15,1.0,MONTHLY,False,There behavior spring consumer husband while even history surface.,2019-06-16
CTR-2023-000328,REMEASURE,APPROVED,VND-000057,PRJ-2023-00471,EMP-000670,Catering & Camp Services,3293607.55,3810045.21,1.1568,1,USD,2023-05-02,2027-02-10,46,10,0,15,5.0,MONTHLY,True,Power someone both receive around wall city indeed opportunity soon question.,2023-05-02
CTR-2024-000329,COST_PLUS,DRAFT,VND-000506,PRJ-2021-00655,EMP-000340,Electrical & Instrumentation,2561695.05,2460251.93,0.9604,0,USD,2024-09-11,2028-12-19,52,5,0,15,1.0,PROGRESS,True,Particularly single particularly television they road through low.,2024-09-11
CTR-2023-000330,REMEASURE,UNDER_NEGOTIATION,VND-000915,PRJ-2019-00359,EMP-000923,Painting & Coatings,2577984.02,2472802.27,0.9592,0,SAR,2023-05-19,2024-11-09,18,0,0,15,2.0,COMPLETION,True,Both in animal energy fire relate question should office north within prove.,2023-05-19
CTR-2019-000331,REMEASURE,COMPLETED,VND-000164,PRJ-2024-00393,EMP-000071,HVAC Installation,986215.18,831478.02,0.8431,0,USD,2019-10-19,2023-05-01,43,10,15,30,2.0,PROGRESS,False,Mind read peace item risk loss professional political chance step.,2019-10-19
CTR-2024-000332,COST_PLUS,COMPLETED,VND-000121,PRJ-2020-00998,EMP-000793,Piping & Fabrication,261481.4,283419.69,1.0839,0,GBP,2024-12-15,2025-09-11,9,5,10,20,5.0,MILESTONE,True,Approach poor church support system thank avoid man drive wife anyone development poor.,2024-12-15
CTR-2023-000333,LUMP_SUM,ACTIVE,VND-000288,PRJ-2023-00717,EMP-000578,Transportation & Logistics,1125465.0,1344255.4,1.1944,1,USD,2023-01-03,2025-09-19,33,0,10,20,5.0,MILESTONE,True,Stage bad know of because material firm wonder seat adult idea.,2023-01-03
CTR-2021-000334,REMEASURE,UNDER_NEGOTIATION,VND-000160,PRJ-2019-00416,EMP-000165,Painting & Coatings,363762.85,350267.25,0.9629,0,GBP,2021-09-15,2024-01-03,28,10,15,10,1.0,MILESTONE,False,News a before page people fight.,2021-09-15
CTR-2022-000335,LUMP_SUM,APPROVED,VND-000994,PRJ-2024-00442,EMP-000745,Mechanical Installation,4336940.05,4699508.24,1.0836,1,USD,2022-04-06,2025-12-16,45,10,0,30,5.0,COMPLETION,True,None pressure lay future stay staff such forward should outside respond guy.,2022-04-06
CTR-2019-000336,COST_PLUS,APPROVED,VND-000671,PRJ-2020-00072,EMP-000166,Transportation & Logistics,805657.45,920705.33,1.1428,1,GBP,2019-07-11,2022-04-26,34,10,0,0,1.0,MILESTONE,False,Box service develop game stop who factor miss reduce animal clearly.,2019-07-11
CTR-2024-000337,COST_PLUS,COMPLETED,VND-000237,PRJ-2020-00464,EMP-000893,Catering & Camp Services,291196.68,275413.82,0.9458,0,EUR,2024-04-07,2028-01-17,46,5,10,30,2.0,COMPLETION,False,State score important effect cultural building system.,2024-04-07
CTR-2021-000338,EPC,SUSPENDED,VND-000853,PRJ-2024-00414,EMP-000189,Transportation & Logistics,620276.88,760645.54,1.2263,0,USD,2021-09-02,2021-12-01,3,10,10,0,2.0,MONTHLY,True,Lead sit response blue increase unit study open.,2021-09-02
CTR-2024-000339,REMEASURE,SUSPENDED,VND-000628,PRJ-2019-00416,EMP-000654,Electrical & Instrumentation,1866167.05,1899011.59,1.0176,0,EUR,2024-08-05,2025-10-29,15,10,15,15,5.0,PROGRESS,False,Leader operation mean white above save network item one under sit.,2024-08-05
CTR-2024-000340,LUMP_SUM,DRAFT,VND-000024,PRJ-2019-00148,EMP-000815,Road & Infrastructure,431237.03,486866.61,1.129,0,USD,2024-11-26,2027-04-15,29,5,15,30,1.0,COMPLETION,True,Reality community spring billion price paper focus thing.,2024-11-26
CTR-2022-000341,LUMP_SUM,APPROVED,VND-000706,PRJ-2024-00620,EMP-000012,Insulation Works,292631.5,318675.7,1.089,0,EUR,2022-05-14,2025-05-28,37,10,10,0,0.5,COMPLETION,False,Woman trouble several event white wife laugh card include record security.,2022-05-14
CTR-2019-000342,REMEASURE,TERMINATED,VND-000122,PRJ-2019-00146,EMP-000887,Commissioning Support,1447763.95,1870221.47,1.2918,1,USD,2019-02-17,2023-12-23,59,10,0,10,5.0,MONTHLY,True,Successful natural finish say network design decide research rather.,2019-02-17
CTR-2023-000343,COST_PLUS,ACTIVE,VND-000082,PRJ-2020-00926,EMP-000599,Scaffolding Services,1450544.93,1548456.71,1.0675,0,USD,2023-09-16,2026-11-29,39,10,10,20,2.0,PROGRESS,True,Wonder practice when mean reason follow break.,2023-09-16
CTR-2019-000344,REMEASURE,SUSPENDED,VND-000496,PRJ-2020-00745,EMP-000934,Mechanical Installation,469575.91,436799.51,0.9302,0,EUR,2019-10-02,2023-06-13,45,5,0,15,5.0,MILESTONE,True,No old wall report purpose throw move there institution actually.,2019-10-02
CTR-2021-000345,LUMP_SUM,SUSPENDED,VND-000445,PRJ-2021-00879,EMP-000424,HVAC Installation,495559.42,399966.01,0.8071,0,EUR,2021-10-24,2022-10-19,12,10,15,15,1.0,MILESTONE,True,Agent certainly prove customer seek claim expert.,2021-10-24
CTR-2023-000346,TURNKEY,ACTIVE,VND-000134,PRJ-2019-00991,EMP-000219,Insulation Works,1422711.2,1561852.36,1.0978,0,GBP,2023-07-25,2025-10-12,27,0,15,10,1.0,PROGRESS,True,Chair artist six daughter must grow laugh pattern push.,2023-07-25
CTR-2021-000347,COST_PLUS,UNDER_NEGOTIATION,VND-000266,PRJ-2024-00476,EMP-000691,Electrical & Instrumentation,114447.73,118808.19,1.0381,0,EUR,2021-09-08,2023-11-27,27,10,15,20,2.0,COMPLETION,True,Ten score night down six sometimes explain professor unit hold what wish fine.,2021-09-08
CTR-2022-000348,LUMP_SUM,ACTIVE,VND-000892,PRJ-2022-00700,EMP-000057,Scaffolding Services,121637.96,103234.14,0.8487,0,EUR,2022-07-20,2026-03-01,44,5,10,15,2.0,MONTHLY,True,Approach season data than team kitchen difficult plant remember happy open school cultural.,2022-07-20
CTR-2023-000349,LUMP_SUM,COMPLETED,VND-000391,PRJ-2019-00752,EMP-000996,Civil Works,341920.55,405244.24,1.1852,2,USD,2023-12-06,2025-10-26,23,10,0,0,0.5,COMPLETION,True,Family concern radio cost community message help investment.,2023-12-06
CTR-2019-000350,REMEASURE,ACTIVE,VND-000463,PRJ-2020-00258,EMP-000301,Transportation & Logistics,729291.85,595831.44,0.817,0,USD,2019-10-22,2024-09-25,60,0,0,0,0.5,MILESTONE,True,Enough claim suffer accept letter visit always up others similar personal successful feeling.,2019-10-22
CTR-2024-000351,REMEASURE,TERMINATED,VND-000169,PRJ-2020-00713,EMP-000288,Electrical & Instrumentation,1601356.03,1483976.63,0.9267,0,EUR,2024-02-21,2026-10-08,32,5,15,15,2.0,MONTHLY,True,Nearly authority remain moment whatever minute skill city myself idea glass third professional.,2024-02-21
CTR-2019-000352,LUMP_SUM,ACTIVE,VND-000091,PRJ-2023-00265,EMP-000436,Painting & Coatings,9184559.58,8165073.47,0.889,0,USD,2019-04-20,2021-08-07,28,0,15,0,1.0,COMPLETION,True,Guess despite sell most you statement wonder across protect knowledge.,2019-04-20
CTR-2024-000353,LUMP_SUM,ACTIVE,VND-000420,PRJ-2020-00106,EMP-000039,Commissioning Support,3636344.35,3041802.05,0.8365,0,EUR,2024-08-01,2029-07-06,60,5,5,0,0.5,COMPLETION,True,Truth during always those high someone box either rich agency might side method.,2024-08-01
CTR-2024-000354,LUMP_SUM,ACTIVE,VND-000005,PRJ-2020-00528,EMP-000818,Insulation Works,790240.18,821138.57,1.0391,0,GBP,2024-02-18,2025-07-12,17,0,15,20,0.5,PROGRESS,True,Knowledge analysis together court message way cold what Mrs account assume prove.,2024-02-18
CTR-2021-000355,REMEASURE,COMPLETED,VND-000143,PRJ-2023-00375,EMP-000903,Structural Steel Erection,976251.67,1197567.92,1.2267,1,USD,2021-08-25,2025-12-02,52,5,5,10,0.5,MILESTONE,True,Ten interest billion Mrs reflect wish simple position.,2021-08-25
CTR-2022-000356,TURNKEY,COMPLETED,VND-000583,PRJ-2022-00499,EMP-000127,Mechanical Installation,223285.38,277454.41,1.2426,2,EUR,2022-03-02,2023-05-26,15,0,5,20,5.0,PROGRESS,True,Section child learn forward beautiful approach.,2022-03-02
CTR-2022-000357,EPC,DRAFT,VND-000552,PRJ-2019-00058,EMP-000585,Engineering Design,976988.63,1166426.73,1.1939,0,USD,2022-04-26,2025-12-06,44,10,15,30,1.0,MILESTONE,False,Newspaper offer direction else hold picture item admit pull.,2022-04-26
CTR-2019-000358,COST_PLUS,ACTIVE,VND-000031,PRJ-2019-00483,EMP-000060,Transportation & Logistics,651486.56,600214.57,0.9213,0,USD,2019-11-02,2024-10-06,60,5,0,20,1.0,MONTHLY,False,Accept result as second animal summer group me face rate paper example.,2019-11-02
CTR-2019-000359,LUMP_SUM,SUSPENDED,VND-000354,PRJ-2022-00065,EMP-000325,Insulation Works,1629979.25,1651331.98,1.0131,0,USD,2019-11-19,2022-12-03,37,0,10,10,0.5,MILESTONE,True,High state air choose detail section someone support far plant fear.,2019-11-19
CTR-2019-000360,LUMP_SUM,COMPLETED,VND-000268,PRJ-2023-00714,EMP-000630,Catering & Camp Services,290440.38,312717.16,1.0767,1,USD,2019-10-02,2020-08-27,11,0,15,10,0.5,COMPLETION,True,Whatever action themselves center among of hour natural be decide.,2019-10-02
CTR-2019-000361,LUMP_SUM,UNDER_NEGOTIATION,VND-000997,PRJ-2022-00909,EMP-000475,Electrical & Instrumentation,2189140.96,2206873.0,1.0081,0,EUR,2019-04-05,2022-10-16,43,5,15,20,1.0,MONTHLY,True,Deep town surface central contain pattern education boy provide note.,2019-04-05
CTR-2024-000362,REMEASURE,TERMINATED,VND-000491,PRJ-2024-00357,EMP-000714,HVAC Installation,10010132.32,8031129.16,0.8023,0,USD,2024-09-04,2028-02-16,42,5,5,20,1.0,MONTHLY,True,Surface usually yes leave near fact.,2024-09-04
CTR-2020-000363,REMEASURE,TERMINATED,VND-000787,PRJ-2024-00510,EMP-000268,Civil Works,853294.29,750813.65,0.8799,0,USD,2020-06-10,2021-10-03,16,5,10,15,5.0,MONTHLY,False,Economy culture oil week ground provide.,2020-06-10
CTR-2023-000364,LUMP_SUM,COMPLETED,VND-000810,PRJ-2020-00528,EMP-000173,Scaffolding Services,1835023.02,1532978.23,0.8354,0,EUR,2023-10-19,2025-09-08,23,5,5,15,1.0,MONTHLY,True,Beyond people too fish late pattern figure once not.,2023-10-19
CTR-2019-000365,LUMP_SUM,ACTIVE,VND-000315,PRJ-2022-00385,EMP-000355,Fire Fighting Systems,2828383.73,2366791.51,0.8368,0,USD,2019-07-05,2020-10-27,16,10,15,10,5.0,MILESTONE,True,Space when collection finish size Republican political everybody growth quickly.,2019-07-05
CTR-2020-000366,REMEASURE,TERMINATED,VND-000321,PRJ-2024-00344,EMP-000189,Scaffolding Services,550272.72,449022.54,0.816,0,USD,2020-03-04,2024-11-08,57,5,15,20,1.0,PROGRESS,True,There leg grow figure necessary compare parent success teach cause.,2020-03-04
CTR-2021-000367,REMEASURE,COMPLETED,VND-000271,PRJ-2022-00592,EMP-000925,Civil Works,1405830.41,1725656.83,1.2275,0,USD,2021-09-16,2026-06-22,58,0,15,20,2.0,COMPLETION,False,Cultural safe phone road throughout support place spend often shoulder defense already.,2021-09-16
CTR-2020-000368,LUMP_SUM,ACTIVE,VND-000357,PRJ-2022-00914,EMP-000997,Road & Infrastructure,1023653.45,1303213.21,1.2731,3,SAR,2020-07-02,2020-11-29,5,5,0,20,5.0,MONTHLY,True,Myself your line simple hand development sign run fact.,2020-07-02
CTR-2020-000369,LUMP_SUM,COMPLETED,VND-000672,PRJ-2023-00973,EMP-000354,Transportation & Logistics,1163000.83,1007623.92,0.8664,0,USD,2020-02-01,2022-10-18,33,10,10,10,5.0,MONTHLY,False,May bed hair action draw who word range serious cell city.,2020-02-01
CTR-2022-000370,COST_PLUS,COMPLETED,VND-000671,PRJ-2023-00190,EMP-000630,HVAC Installation,315049.59,350776.21,1.1134,0,SAR,2022-02-13,2027-01-18,60,10,10,30,0.5,COMPLETION,False,We process whose save low grow despite maintain as hard amount deal traditional.,2022-02-13
CTR-2024-000371,TURNKEY,ACTIVE,VND-000328,PRJ-2023-00807,EMP-000120,Fire Fighting Systems,1042117.5,1156958.85,1.1102,1,EUR,2024-01-17,2027-10-28,46,5,0,0,5.0,COMPLETION,True,Hold truth thing always possible billion why plant event score.,2024-01-17
CTR-2021-000372,LUMP_SUM,COMPLETED,VND-000102,PRJ-2022-00575,EMP-000333,Fire Fighting Systems,2120150.08,1842834.45,0.8692,0,USD,2021-02-21,2023-11-08,33,10,5,10,2.0,PROGRESS,True,Name community president half president structure might heavy trade might good test main.,2021-02-21
CTR-2022-000373,LUMP_SUM,UNDER_NEGOTIATION,VND-000561,PRJ-2020-00464,EMP-000813,Scaffolding Services,8856971.19,9306019.63,1.0507,0,USD,2022-09-22,2027-03-30,55,10,10,20,2.0,MONTHLY,True,Thought according think key discover method exactly change church own stage produce.,2022-09-22
CTR-2022-000374,LUMP_SUM,ACTIVE,VND-000284,PRJ-2020-00296,EMP-000115,Commissioning Support,4235052.32,3619699.22,0.8547,0,USD,2022-03-16,2023-03-11,12,0,0,15,5.0,MILESTONE,True,Specific result loss long decision claim street against amount of claim.,2022-03-16
CTR-2022-000375,REMEASURE,COMPLETED,VND-000475,PRJ-2024-00194,EMP-000097,Insulation Works,25387657.44,20589390.18,0.811,0,GBP,2022-09-21,2024-09-10,24,5,10,15,5.0,COMPLETION,True,Mention three chair coach two might if wide point these road start water describe.,2022-09-21
CTR-2023-000376,LUMP_SUM,COMPLETED,VND-000273,PRJ-2021-00809,EMP-000431,Engineering Design,317736.8,290220.79,0.9134,0,SAR,2023-01-05,2025-01-24,25,5,15,10,1.0,PROGRESS,True,Yeah test color store over some star consider process enough right garden law.,2023-01-05
CTR-2020-000377,COST_PLUS,COMPLETED,VND-000247,PRJ-2020-00166,EMP-000381,Commissioning Support,3717198.89,3191215.25,0.8585,0,EUR,2020-08-09,2022-09-28,26,0,5,30,0.5,PROGRESS,False,Attention her car admit mission training range step painting concern top outside there.,2020-08-09
CTR-2020-000378,LUMP_SUM,ACTIVE,VND-000258,PRJ-2019-00547,EMP-000510,Engineering Design,1322471.65,1138251.35,0.8607,0,USD,2020-08-25,2021-08-20,12,5,10,10,0.5,PROGRESS,True,Me brother lot candidate owner still to simple power miss have analysis.,2020-08-25
CTR-2021-000379,REMEASURE,ACTIVE,VND-000963,PRJ-2020-00683,EMP-000221,HVAC Installation,26821232.78,32180115.09,1.1998,2,USD,2021-02-24,2023-11-11,33,0,5,30,0.5,MONTHLY,True,Investment voice lot shoulder go source traditional student office international effort she.,2021-02-24
CTR-2020-000380,REMEASURE,UNDER_NEGOTIATION,VND-000084,PRJ-2024-00623,EMP-000306,Piping & Fabrication,298806.82,326207.41,1.0917,0,GBP,2020-05-07,2020-09-04,4,0,15,0,5.0,COMPLETION,True,Exist theory impact country remember smile official.,2020-05-07
CTR-2023-000381,REMEASURE,UNDER_NEGOTIATION,VND-000589,PRJ-2020-00408,EMP-000221,Transportation & Logistics,285049.25,330087.03,1.158,1,USD,2023-06-01,2025-02-20,21,5,10,15,5.0,MONTHLY,True,Mind heart day sound impact blood international.,2023-06-01
CTR-2022-000382,COST_PLUS,ACTIVE,VND-000734,PRJ-2020-00296,EMP-000247,HVAC Installation,408771.27,491670.08,1.2028,1,EUR,2022-07-05,2027-02-09,56,10,0,10,1.0,COMPLETION,False,Effect talk interest hand every quite sense including six lot have never effect.,2022-07-05
CTR-2023-000383,EPC,UNDER_NEGOTIATION,VND-000991,PRJ-2023-00775,EMP-000641,Piping & Fabrication,50000.0,42210.0,0.8442,0,EUR,2023-05-14,2024-07-07,14,10,15,30,1.0,MILESTONE,False,Officer similar huge catch tell budget discover situation we.,2023-05-14
CTR-2021-000384,REMEASURE,DRAFT,VND-000493,PRJ-2024-00855,EMP-000977,Commissioning Support,456510.72,434598.21,0.952,0,EUR,2021-04-01,2025-08-08,53,0,5,15,2.0,COMPLETION,True,Democrat hundred full nearly recent religious claim.,2021-04-01
CTR-2024-000385,TURNKEY,ACTIVE,VND-000820,PRJ-2019-00929,EMP-000398,Transportation & Logistics,321676.29,261908.84,0.8142,0,USD,2024-02-20,2028-03-30,50,5,15,30,5.0,PROGRESS,True,Source statement likely outside because enjoy.,2024-02-20
CTR-2022-000386,EPC,COMPLETED,VND-000609,PRJ-2023-00525,EMP-000955,Civil Works,1258700.86,1018037.26,0.8088,0,USD,2022-01-05,2023-11-26,23,5,5,15,1.0,PROGRESS,True,Bag also his worker pass minute represent our watch star.,2022-01-05
CTR-2024-000387,TURNKEY,ACTIVE,VND-000473,PRJ-2022-00299,EMP-000892,Transportation & Logistics,1677196.09,1877621.02,1.1195,0,USD,2024-11-06,2029-01-14,51,0,5,30,2.0,PROGRESS,False,Keep cut prevent sound experience almost outside middle discuss college already dream.,2024-11-06
CTR-2024-000388,COST_PLUS,ACTIVE,VND-000591,PRJ-2023-00099,EMP-000903,Mechanical Installation,16755820.67,18263844.53,1.09,0,USD,2024-09-10,2026-10-30,26,5,15,15,1.0,MILESTONE,True,Wish beautiful every human prove if.,2024-09-10
CTR-2020-000389,COST_PLUS,COMPLETED,VND-000936,PRJ-2023-00629,EMP-000887,Road & Infrastructure,4179222.39,5111188.98,1.223,2,EUR,2020-02-14,2022-10-01,32,0,0,10,0.5,PROGRESS,True,Military say attention bed expect stop trip give.,2020-02-14
CTR-2021-000390,LUMP_SUM,ACTIVE,VND-000874,PRJ-2019-00782,EMP-000599,Electrical & Instrumentation,422795.77,374639.33,0.8861,0,USD,2021-02-08,2022-01-04,11,10,5,10,2.0,MILESTONE,True,Difficult white lawyer identify above company media next me.,2021-02-08
CTR-2019-000391,REMEASURE,COMPLETED,VND-000170,PRJ-2022-00080,EMP-000019,Catering & Camp Services,261026.7,309917.0,1.1873,1,USD,2019-02-02,2023-06-11,53,10,0,20,0.5,PROGRESS,True,Water sort what then spend offer reason whom none show.,2019-02-02
CTR-2021-000392,REMEASURE,COMPLETED,VND-000190,PRJ-2019-00943,EMP-000336,Fire Fighting Systems,2100904.99,2297969.88,1.0938,0,USD,2021-06-01,2022-01-27,8,0,10,30,2.0,MILESTONE,False,Which learn leave only agree break attack plant yes quality.,2021-06-01
CTR-2024-000393,REMEASURE,ACTIVE,VND-000105,PRJ-2021-00102,EMP-000961,Catering & Camp Services,138641.98,163819.36,1.1816,2,USD,2024-04-10,2025-05-05,13,10,0,0,1.0,COMPLETION,True,Son include good movie red enjoy expert human.,2024-04-10
CTR-2023-000394,LUMP_SUM,COMPLETED,VND-000165,PRJ-2022-00186,EMP-000617,Painting & Coatings,15668895.84,20223843.86,1.2907,2,USD,2023-04-14,2024-02-08,10,5,0,20,0.5,MILESTONE,True,Away use live government thus especially water raise travel material.,2023-04-14
CTR-2021-000395,COST_PLUS,ACTIVE,VND-000063,PRJ-2024-00085,EMP-000571,HVAC Installation,5892318.91,6168668.67,1.0469,0,USD,2021-10-24,2023-08-15,22,10,15,10,5.0,COMPLETION,True,Dog drug enter director strong student green single.,2021-10-24
CTR-2019-000396,TURNKEY,COMPLETED,VND-000603,PRJ-2021-00184,EMP-000016,Structural Steel Erection,496945.94,645731.55,1.2994,2,EUR,2019-07-15,2022-06-29,36,10,0,0,1.0,COMPLETION,True,Turn put professional pass share must amount.,2019-07-15
