item_id,contract_id,boq_reference,boq_section,line_number,material_id,description,unit_of_measure,quantity,unit_rate,amount,qty_executed,executed_pct,milestone_flag,milestone_description,item_status,variation_ref,retention_applicable,notes,created_date
CTR-2022-000567-BOQ-0373,CTR-2022-000567,10.9.8,Instrumentation,8,MAT-00000761,Cut candidate response try such food against only.,MT,399,19.26,7684.74,356,89.2,False,,ACTIVE,,True,,2022-07-04
CTR-2022-000567-BOQ-0374,CTR-2022-000567,10.9.9,Instrumentation,9,MAT-00000990,Similar suffer team whether.,CUM,56,27.46,1537.76,16,28.6,False,,DELETED,,True,,2023-02-15
CTR-2022-000567-BOQ-0375,CTR-2022-000567,10.10.10,Instrumentation,10,MAT-00000774,Relate product only from follow wish.,SET,560,14527.77,8135551.2,201,35.9,False,,ON_HOLD,,True,,2021-02-04
CTR-2022-000567-BOQ-0376,CTR-2022-000567,10.3.11,Instrumentation,11,MAT-00000986,Skin development open compare fill read camera rock.,SET,753,27670.51,20835894.03,386,51.3,True,Social whether power company why.,ACTIVE,,True,,2019-01-24
CTR-2022-000567-BOQ-0377,CTR-2022-000567,10.8.12,Instrumentation,12,MAT-00000339,Hot yes whole allow own TV whose.,SET,727,71520.96,51995737.92,40,5.5,False,,ACTIVE,VO-041,True,,2024-07-02
CTR-2022-000567-BOQ-0378,CTR-2022-000567,10.10.13,Instrumentation,13,MAT-00000809,Policy bit many former back.,SET,564,68496.98,38632296.72,325,57.6,False,,ON_HOLD,,False,,2023-07-11
CTR-2022-000567-BOQ-0379,CTR-2022-000567,10.6.14,Instrumentation,14,MAT-00000095,Word collection those become remember police.,CUM,227,172.55,39168.85,169,74.4,False,,ACTIVE,,False,,2019-02-06
CTR-2022-000567-BOQ-0380,CTR-2022-000567,10.6.15,Instrumentation,15,MAT-00000118,Land enter economic attack either blue.,CUM,457,169.07,77264.99,328,71.8,False,,ACTIVE,,True,,2020-04-09
CTR-2019-000396-BOQ-0381,CTR-2019-000396,12.1.1,Painting & Coatings,1,MAT-00000290,Answer just information.,SET,934,438637.19,409687135.46,788,84.4,False,,REVISED,,True,,2021-02-27
CTR-2019-000396-BOQ-0382,CTR-2019-000396,12.9.2,Painting & Coatings,2,MAT-00000329,This manage her national.,NOS,85,88675.54,7537420.9,21,24.7,False,,REVISED,,True,,2021-05-23
CTR-2019-000396-BOQ-0383,CTR-2019-000396,12.7.3,Painting & Coatings,3,MAT-00000886,Stock small official serve.,BAG,856,474.36,406052.16,550,64.3,False,,DELETED,,True,,2019-10-23
CTR-2019-000396-BOQ-0384,CTR-2019-000396,12.3.4,Painting & Coatings,4,MAT-00000765,End bit game thousand claim avoid.,BAG,25,419.83,10495.75,10,40.0,True,Class available suffer far.,ACTIVE,,True,Full world throw relate.,2021-07-21
CTR-2019-000396-BOQ-0385,CTR-2019-000396,12.5.5,Painting & Coatings,5,MAT-00000933,Wall close threat church big day.,SET,418,27557.94,11519218.92,322,77.0,False,,ACTIVE,,True,Important never understand music produce.,2019-09-17
CTR-2024-000775-BOQ-0386,CTR-2024-000775,1.2.1,Insulation,1,MAT-00000718,Down anyone occur style child.,SET,367,48515.5,17805188.5,54,14.7,False,,ACTIVE,,True,,2023-04-12
CTR-2024-000775-BOQ-0387,CTR-2024-000775,1.1.2,Insulation,2,MAT-00000405,Agent color factor bank.,JOINT,486,598.34,290793.24,112,23.0,True,About because station person lose.,ACTIVE,,True,,2020-08-13
CTR-2024-000775-BOQ-0388,CTR-2024-000775,1.6.3,Insulation,3,MAT-00000306,Final however major produce.,KG,981,3351.34,3287664.54,566,57.7,False,,ACTIVE,VO-037,True,,2019-12-15
CTR-2024-000775-BOQ-0389,CTR-2024-000775,1.4.4,Insulation,4,MAT-00000313,Politics hold he high.,BOX,767,1586.26,1216661.42,743,96.9,False,,ACTIVE,,True,,2021-06-23
CTR-2024-000775-BOQ-0390,CTR-2024-000775,1.5.5,Insulation,5,MAT-00000632,Knowledge enjoy let difficult.,MT,199,1595.36,317476.64,171,85.9,False,,DELETED,,False,,2024-03-04
CTR-2024-000775-BOQ-0391,CTR-2024-000775,1.9.6,Insulation,6,MAT-00000661,Nor character recent benefit property.,SET,75,57913.47,4343510.25,8,10.7,False,,ACTIVE,,False,,2021-08-18
CTR-2024-000775-BOQ-0392,CTR-2024-000775,1.5.7,Insulation,7,MAT-00000103,Including series dinner article hit mission whole.,NOS,635,22019.51,13982388.85,198,31.2,False,,ACTIVE,,True,,2023-02-01
CTR-2024-000775-BOQ-0393,CTR-2024-000775,1.6.8,Insulation,8,MAT-00000828,Of dog federal house take alone number.,RM,982,58283.1,57234004.2,4,0.4,False,,REVISED,,True,,2023-01-12
CTR-2024-000775-BOQ-0394,CTR-2024-000775,1.6.9,Insulation,9,MAT-00000138,Song quality per build serious common worker.,CUM,899,462.95,416192.05,456,50.7,False,,ACTIVE,,True,,2022-02-23
CTR-2024-000775-BOQ-0395,CTR-2024-000775,1.3.10,Insulation,10,MAT-00000880,Speak call interest write itself.,DAY,913,441991.81,403538522.53,269,29.5,False,,ACTIVE,,False,,2019-05-08
CTR-2024-000775-BOQ-0396,CTR-2024-000775,1.10.11,Insulation,11,MAT-00000833,Challenge organization floor road southern beautiful news need.,SET,593,84318.03,50000591.79,217,36.6,False,,ACTIVE,,False,,2020-08-31
CTR-2024-000775-BOQ-0397,CTR-2024-000775,1.7.12,Insulation,12,MAT-00000375,Mind true actually red onto.,MT,229,54.77,12542.33,150,65.5,False,,ACTIVE,,True,,2024-08-18
CTR-2021-000011-BOQ-0398,CTR-2021-000011,10.3.1,Steel Structures,1,MAT-00000701,Both change note old who beyond.,NOS,776,5137.98,3987072.48,456,58.8,False,,ACTIVE,,False,,2024-06-03
CTR-2021-000011-BOQ-0399,CTR-2021-000011,10.6.2,Steel Structures,2,MAT-00000962,None big experience movie.,NOS,42,1111.83,46696.86,31,73.8,False,,ACTIVE,,True,,2023-01-19
CTR-2021-000011-BOQ-0400,CTR-2021-000011,10.8.3,Steel Structures,3,MAT-00000398,Every century participant really.,NOS,940,797.4,749556.0,47,5.0,True,There enough pressure occur list.,ACTIVE,,False,,2022-01-25
CTR-2021-000011-BOQ-0401,CTR-2021-000011,10.5.4,Steel Structures,4,MAT-00000855,How these real.,MT,593,2732.61,1620437.73,178,30.0,False,,ACTIVE,,False,Second TV today.,2021-10-27
CTR-2021-000011-BOQ-0402,CTR-2021-000011,10.4.5,Steel Structures,5,MAT-00000386,Full soldier financial.,RM,529,2099.77,1110778.33,353,66.7,False,,ACTIVE,,True,,2020-11-09
CTR-2021-000011-BOQ-0403,CTR-2021-000011,10.2.6,Steel Structures,6,MAT-00000236,Teach range win direction feel season similar.,NOS,527,22855.13,12044653.51,216,41.0,False,,ACTIVE,,False,,2023-08-26
CTR-2021-000011-BOQ-0404,CTR-2021-000011,10.6.7,Steel Structures,7,MAT-00000831,Especially indicate population could deep station.,JOINT,738,1387.26,1023797.88,691,93.6,False,,ACTIVE,,False,Service test start middle city find medical.,2019-06-26
CTR-2021-000011-BOQ-0405,CTR-2021-000011,10.10.8,Steel Structures,8,MAT-00000131,Cover strategy student economic.,SET,607,8707.36,5285367.52,524,86.3,True,Sister modern notice.,ACTIVE,VO-017,False,,2023-07-19
CTR-2021-000011-BOQ-0406,CTR-2021-000011,10.10.9,Steel Structures,9,MAT-00000614,Anything growth current happy less however type.,SET,653,29223.63,19083030.39,290,44.4,False,,ACTIVE,,True,,2021-06-17
CTR-2021-000011-BOQ-0407,CTR-2021-000011,10.7.10,Steel Structures,10,MAT-00000851,Drop major land.,JOINT,616,1855.46,1142963.36,596,96.8,False,,ACTIVE,,True,,2022-11-04
CTR-2021-000011-BOQ-0408,CTR-2021-000011,10.8.11,Steel Structures,11,MAT-00000945,Only glass clear thus see read expect.,SET,611,4356.8,2662004.8,235,38.5,False,,ACTIVE,VO-034,False,,2023-09-16
CTR-2024-000847-BOQ-0409,CTR-2024-000847,2.8.1,Insulation,1,MAT-00000182,Anyone take sister Democrat determine different.,JOINT,924,2078.91,1920912.84,39,4.2,False,,ACTIVE,,True,,2019-01-05
CTR-2024-000847-BOQ-0410,CTR-2024-000847,2.7.2,Insulation,2,MAT-00000919,Especially important after sister should.,JOINT,535,2078.55,1112024.25,44,8.2,False,,ACTIVE,,True,,2022-12-06
CTR-2024-000847-BOQ-0411,CTR-2024-000847,2.10.3,Insulation,3,MAT-00000604,Listen car community.,KG,101,2812.22,284034.22,32,31.7,False,,ACTIVE,,True,,2023-08-01
CTR-2024-000264-BOQ-0412,CTR-2024-000264,12.1.1,General Requirements,1,MAT-00000762,Interest heavy give edge level.,JOINT,592,1468.63,869428.96,532,89.9,True,Difference part wall.,ACTIVE,,True,,2020-09-25
CTR-2024-000264-BOQ-0413,CTR-2024-000264,12.10.2,General Requirements,2,MAT-00000437,Station however bill memory production successful hear.,NOS,260,62032.71,16128504.6,216,83.1,False,,ACTIVE,,True,,2024-05-30
CTR-2024-000264-BOQ-0414,CTR-2024-000264,12.6.3,General Requirements,3,MAT-00000184,Participant fear blue as write political technology end.,KG,573,3446.18,1974661.14,259,45.2,False,,ACTIVE,,True,,2020-05-02
CTR-2024-000264-BOQ-0415,CTR-2024-000264,12.4.4,General Requirements,4,MAT-00000766,Identify floor cause agent market fast trade identify.,NOS,458,35994.18,16485334.44,82,17.9,True,Could military drive arm.,ACTIVE,,False,,2019-08-02
CTR-2020-000165-BOQ-0416,CTR-2020-000165,1.2.1,Civil Works,1,MAT-00000824,On yes staff.,BBL,844,152.2,128456.8,614,72.7,False,,ACTIVE,,True,Risk develop movement size trade public.,2023-04-24
CTR-2020-000165-BOQ-0417,CTR-2020-000165,1.7.2,Civil Works,2,MAT-00000954,Feel color price next family likely scientist.,NOS,629,49036.31,30843838.99,293,46.6,False,,ACTIVE,,False,,2023-12-04
CTR-2020-000165-BOQ-0418,CTR-2020-000165,1.4.3,Civil Works,3,MAT-00000011,Several consumer quite friend become great season.,RM,871,12555.8,10936101.8,823,94.5,False,,ACTIVE,,True,,2020-11-25
CTR-2020-000165-BOQ-0419,CTR-2020-000165,1.1.4,Civil Works,4,MAT-00000691,Inside thought he one less.,SQM,369,197.71,72954.99,0,0.0,False,,ACTIVE,,True,,2023-07-19
CTR-2020-000165-BOQ-0420,CTR-2020-000165,1.4.5,Civil Works,5,MAT-00000601,Like term on want.,RM,531,1726.95,917010.45,70,13.2,False,,ACTIVE,,True,,2022-11-24
CTR-2020-000165-BOQ-0421,CTR-2020-000165,1.5.6,Civil Works,6,MAT-00000987,Line create build quite.,SQM,232,241.87,56113.84,49,21.1,False,,ACTIVE,VO-012,True,,2019-10-24
CTR-2020-000165-BOQ-0422,CTR-2020-000165,1.5.7,Civil Works,7,MAT-00000516,Fear approach take case customer important notice.,RM,349,1668.18,582194.82,262,75.1,False,,DELETED,,True,,2023-03-25
CTR-2019-000577-BOQ-0423,CTR-2019-000577,6.8.1,Steel Structures,1,MAT-00000985,Century television Congress ball forward would finish.,NOS,698,14423.75,10067777.5,600,86.0,False,,ACTIVE,,True,,2021-06-21
CTR-2019-000577-BOQ-0424,CTR-2019-000577,6.4.2,Steel Structures,2,MAT-00000694,Above event seven collection.,LTR,820,3892.28,3191669.6,361,44.0,False,,ACTIVE,,True,Majority shake because pass.,2022-11-01
CTR-2019-000577-BOQ-0425,CTR-2019-000577,6.9.3,Steel Structures,3,MAT-00000078,Idea whole himself also current health.,JOINT,954,1946.92,1857361.68,321,33.6,False,,DELETED,,False,,2021-02-17
CTR-2019-000577-BOQ-0426,CTR-2019-000577,6.4.4,Steel Structures,4,MAT-00000511,Throughout series most.,HR,241,1466.2,353354.2,223,92.5,False,,ACTIVE,,False,,2020-03-12
CTR-2019-000577-BOQ-0427,CTR-2019-000577,6.2.5,Steel Structures,5,MAT-00000123,Quality phone eat.,SET,693,2310.37,1601086.41,504,72.7,False,,REVISED,,True,,2022-07-15
CTR-2019-000577-BOQ-0428,CTR-2019-000577,6.10.6,Steel Structures,6,MAT-00000505,Fine bill me fill assume animal.,SET,890,912.7,812303.0,187,21.0,False,,ON_HOLD,,True,,2019-08-10
CTR-2019-000577-BOQ-0429,CTR-2019-000577,6.7.7,Steel Structures,7,MAT-00000539,Lay minute model its rather.,CUM,490,475.92,233200.8,16,3.3,False,,ACTIVE,,True,,2024-10-23
CTR-2019-000577-BOQ-0430,CTR-2019-000577,6.6.8,Steel Structures,8,MAT-00000472,Garden top grow could.,GAL,706,118.81,83879.86,690,97.7,False,,ACTIVE,,True,,2021-12-12
CTR-2022-000243-BOQ-0431,CTR-2022-000243,10.6.1,Piping,1,MAT-00000352,Affect difference world deep against mean.,BOX,189,1370.3,258986.7,53,28.0,False,,REVISED,,True,,2020-06-21
CTR-2022-000243-BOQ-0432,CTR-2022-000243,10.4.2,Piping,2,MAT-00000590,Hand practice also theory.,DRUM,834,3435.14,2864906.76,276,33.1,False,,ACTIVE,,True,,2020-09-04
CTR-2022-000243-BOQ-0433,CTR-2022-000243,10.1.3,Piping,3,MAT-00000485,Side perhaps order answer blue.,MONTH,181,537550.58,97296654.98,34,18.8,False,,REVISED,,False,,2022-05-13
CTR-2022-000243-BOQ-0434,CTR-2022-000243,10.9.4,Piping,4,MAT-00000257,Natural listen check receive.,NOS,880,72548.53,63842706.4,407,46.2,True,Answer break know.,ACTIVE,,True,,2020-01-30
CTR-2022-000243-BOQ-0435,CTR-2022-000243,10.6.5,Piping,5,MAT-00000461,Act inside big minute performance red industry together.,SET,267,27145.33,7247803.11,131,49.1,False,,ACTIVE,,True,,2020-12-15
CTR-2022-000800-BOQ-0436,CTR-2022-000800,6.9.1,Electrical Works,1,MAT-00000690,Responsibility brother box blood cup current enjoy.,LTR,500,263.93,131965.0,228,45.6,False,,ACTIVE,,True,,2020-11-17
CTR-2022-000800-BOQ-0437,CTR-2022-000800,6.6.2,Electrical Works,2,MAT-00000656,Win group important civil nature travel read.,MT,432,2107.79,910565.28,292,67.6,False,,ON_HOLD,VO-022,True,,2022-04-08
CTR-2022-000800-BOQ-0438,CTR-2022-000800,6.5.3,Electrical Works,3,MAT-00000728,Former able public trade structure protect chance.,MONTH,620,403086.06,249913357.2,277,44.7,False,,REVISED,,False,,2024-01-19
CTR-2022-000800-BOQ-0439,CTR-2022-000800,6.3.4,Electrical Works,4,MAT-00000424,Single avoid rich toward.,CUM,189,188.76,35675.64,32,16.9,False,,ACTIVE,,False,Lead with enough anyone spend.,2020-11-14
CTR-2022-000800-BOQ-0440,CTR-2022-000800,6.2.5,Electrical Works,5,MAT-00000407,System growth quality.,SET,98,159656.89,15646375.22,60,61.2,False,,ACTIVE,,False,School believe serve animal system professional.,2021-12-11
CTR-2019-000633-BOQ-0441,CTR-2019-000633,11.7.1,Earthworks,1,MAT-00000954,Forget thus western environmental.,NOS,317,39329.48,12467445.16,145,45.7,False,,ACTIVE,,True,Head garden box hundred.,2023-01-01
CTR-2019-000633-BOQ-0442,CTR-2019-000633,11.6.2,Earthworks,2,MAT-00000882,Even history surface son power someone both.,KG,885,3338.67,2954722.95,553,62.5,False,,ACTIVE,,False,,2024-02-14
CTR-2019-000633-BOQ-0443,CTR-2019-000633,11.10.3,Earthworks,3,MAT-00000647,Word such billion treat.,NOS,446,2501.32,1115588.72,327,73.3,False,,ON_HOLD,,True,Soon question consider here grow agreement range.,2022-06-15
CTR-2022-000375-BOQ-0444,CTR-2022-000375,3.1.1,Mechanical Works,1,MAT-00000311,Low maintain thought key.,NOS,1,3303.16,3303.16,0,0.0,False,,ACTIVE,VO-032,False,,2019-02-07
CTR-2022-000375-BOQ-0445,CTR-2022-000375,3.7.2,Mechanical Works,2,MAT-00000785,Energy fire relate question.,SET,818,82807.17,67736265.06,236,28.9,False,,ACTIVE,,False,,2021-10-20
CTR-2022-000375-BOQ-0446,CTR-2022-000375,3.7.3,Mechanical Works,3,MAT-00000168,Believe product eat generation put his stuff next.,CUM,849,514.17,436530.33,269,31.7,True,Rich difference what their mind read.,ACTIVE,,False,,2022-01-18
CTR-2022-000375-BOQ-0447,CTR-2022-000375,3.9.4,Mechanical Works,4,MAT-00000292,Approach poor church support system thank avoid man.,DAY,829,3344.38,2772491.02,192,23.2,False,,ACTIVE,,True,,2022-01-19
CTR-2022-000375-BOQ-0448,CTR-2022-000375,3.10.5,Mechanical Works,5,MAT-00000718,Former everything medical nearly her.,SET,504,33724.19,16996991.76,9,1.8,False,,ON_HOLD,VO-007,True,,2023-12-01
CTR-2022-000375-BOQ-0449,CTR-2022-000375,3.1.6,Mechanical Works,6,MAT-00000745,Bad know of because material.,SET,239,235305.96,56238124.44,3,1.3,False,,ACTIVE,,False,,2024-03-14
CTR-2022-000375-BOQ-0450,CTR-2022-000375,3.1.7,Mechanical Works,7,MAT-00000714,Near stay social white point three none.,JOINT,339,66.47,22533.33,74,21.8,True,Budget market president bill include.,REVISED,VO-031,True,,2021-10-21
CTR-2019-000837-BOQ-0451,CTR-2019-000837,2.4.1,General Requirements,1,MAT-00000998,Wear guy approach development lawyer nice people.,KG,395,2370.08,936181.6,226,57.2,False,,ON_HOLD,,False,Respond guy laugh best probably able great.,2021-05-03
CTR-2019-000837-BOQ-0452,CTR-2019-000837,2.7.2,General Requirements,2,MAT-00000485,Natural hear blood to manage.,MONTH,698,688531.22,480594791.56,330,47.3,False,,ACTIVE,,True,,2024-05-25
CTR-2019-000837-BOQ-0453,CTR-2019-000837,2.5.3,General Requirements,3,MAT-00000654,Blood particularly could us hotel lead.,JOINT,204,1921.2,391924.8,13,6.4,False,,ACTIVE,,True,,2020-11-16
CTR-2019-000837-BOQ-0454,CTR-2019-000837,2.5.4,General Requirements,4,MAT-00000814,But through leader operation mean white above save.,MONTH,599,4144.95,2482825.05,248,41.4,True,Response blue increase unit.,ACTIVE,,True,,2023-03-02
CTR-2019-000837-BOQ-0455,CTR-2019-000837,2.2.5,General Requirements,5,MAT-00000790,Very stuff lot meet TV concern official.,NOS,255,1327.13,338418.15,46,18.0,False,,ACTIVE,,False,Billion price paper focus.,2022-12-27
CTR-2019-000837-BOQ-0456,CTR-2019-000837,2.3.6,General Requirements,6,MAT-00000661,Wife laugh card include record security.,SET,719,65859.94,47353296.86,109,15.2,True,Industry participant realize eat huge.,ACTIVE,,False,,2023-12-02
CTR-2019-000837-BOQ-0457,CTR-2019-000837,2.4.7,General Requirements,7,MAT-00000751,Successful natural finish say network.,NOS,22,35484.21,780652.62,11,50.0,False,,ACTIVE,VO-046,True,,2024-06-30
CTR-2023-000195-BOQ-0458,CTR-2023-000195,9.6.1,Concrete Works,1,MAT-00000357,Cut person fact generation public.,HR,750,2295.97,1721977.5,613,81.7,False,,ACTIVE,VO-010,True,,2023-02-12
CTR-2023-000195-BOQ-0459,CTR-2023-000195,9.1.2,Concrete Works,2,MAT-00000465,Mean reason follow break.,NOS,795,1280.71,1018164.45,388,48.8,False,,DELETED,,True,,2022-08-06
CTR-2023-000195-BOQ-0460,CTR-2023-000195,9.2.3,Concrete Works,3,MAT-00000739,No old wall report purpose throw.,NOS,675,52733.13,35594862.75,396,58.7,False,,ACTIVE,,True,,2023-08-06
CTR-2023-000195-BOQ-0461,CTR-2023-000195,9.6.4,Concrete Works,4,MAT-00000657,Customer seek claim expert.,RM,114,1859.45,211977.3,84,73.7,True,Experience suggest space mission agent certainly.,REVISED,,False,,2024-06-11
CTR-2023-000195-BOQ-0462,CTR-2023-000195,9.2.5,Concrete Works,5,MAT-00000197,Chair artist six daughter must.,NOS,33,66847.7,2205974.1,24,72.7,False,,ACTIVE,,True,,2019-10-18
CTR-2023-000195-BOQ-0463,CTR-2023-000195,9.4.6,Concrete Works,6,MAT-00000014,Sport bill test science ten score.,BOX,672,1142.5,767760.0,81,12.1,False,,ACTIVE,,False,,2023-02-20
CTR-2023-000195-BOQ-0464,CTR-2023-000195,9.1.7,Concrete Works,7,MAT-00000814,Hold what wish fine need actually.,MONTH,844,5417.58,4572437.52,541,64.1,True,Home memory someone receive realize another.,ACTIVE,,False,,2020-02-02
CTR-2023-000195-BOQ-0465,CTR-2023-000195,9.4.8,Concrete Works,8,MAT-00000104,Data than team kitchen difficult.,SQM,545,205.32,111899.4,197,36.1,False,,ACTIVE,,True,,2023-08-28
CTR-2023-000195-BOQ-0466,CTR-2023-000195,9.2.9,Concrete Works,9,MAT-00000765,Sense national owner simply who family.,BAG,785,458.27,359741.95,366,46.6,False,,ACTIVE,,True,,2023-07-03
CTR-2023-000195-BOQ-0467,CTR-2023-000195,9.6.10,Concrete Works,10,MAT-00000517,Work avoid while same.,KG,674,4464.87,3009322.38,614,91.1,False,,ACTIVE,,False,,2023-03-03
CTR-2022-000423-BOQ-0468,CTR-2022-000423,7.6.1,Civil Works,1,MAT-00000846,Help investment news candidate.,RM,624,63344.46,39526943.04,558,89.4,False,,REVISED,,True,,2024-01-07
CTR-2022-000423-BOQ-0469,CTR-2022-000423,7.7.2,Civil Works,2,MAT-00000983,Suffer accept letter visit always up others similar.,MT,1,146.47,146.47,1,100.0,False,,ACTIVE,,True,,2021-06-27
CTR-2022-000423-BOQ-0470,CTR-2022-000423,7.6.3,Civil Works,3,MAT-00000220,Past product make of group six fish detail.,SET,23,4441.61,102157.03,22,95.7,False,,ON_HOLD,,True,,2020-01-22
CTR-2022-000423-BOQ-0471,CTR-2022-000423,7.8.4,Civil Works,4,MAT-00000039,Minute skill city myself.,SQM,365,78.67,28714.55,135,37.0,False,,ACTIVE,,False,Begin determine degree forward guess despite.,2023-06-26
CTR-2022-000423-BOQ-0472,CTR-2022-000423,7.4.5,Civil Works,5,MAT-00000583,Most you statement wonder across protect knowledge toward.,SET,752,70965.05,53365717.6,332,44.1,False,,ACTIVE,,True,,2020-01-26
CTR-2022-000423-BOQ-0473,CTR-2022-000423,7.5.6,Civil Works,6,MAT-00000610,Truth during always those high someone box either.,NOS,39,41112.81,1603399.59,36,92.3,False,,REVISED,,True,,2023-11-14
CTR-2022-000423-BOQ-0474,CTR-2022-000423,7.2.7,Civil Works,7,MAT-00000427,Agency might side method meet.,RM,891,10056.53,8960368.23,765,85.9,False,,ACTIVE,VO-050,True,Analysis together court message way cold what.,2024-11-17
CTR-2022-000423-BOQ-0475,CTR-2022-000423,7.6.8,Civil Works,8,MAT-00000043,Mouth phone decision picture defense rate structure.,PKT,553,207.3,114636.9,334,60.4,False,,ACTIVE,VO-047,False,,2024-08-29
CTR-2022-000423-BOQ-0476,CTR-2022-000423,7.4.9,Civil Works,9,MAT-00000093,Section child learn forward.,CUM,443,458.11,202942.73,201,45.4,True,Mrs reflect wish simple.,ACTIVE,,False,,2021-12-11
CTR-2022-000423-BOQ-0477,CTR-2022-000423,7.7.10,Civil Works,10,MAT-00000088,Available concern edge audience.,NOS,514,427253.74,219608422.36,133,25.9,False,,ACTIVE,,True,,2024-11-17
CTR-2022-000423-BOQ-0478,CTR-2022-000423,7.4.11,Civil Works,11,MAT-00000253,Treat imagine later identify first.,JOINT,74,415.68,30760.32,55,74.3,False,,ON_HOLD,VO-043,True,,2021-02-19
CTR-2022-000423-BOQ-0479,CTR-2022-000423,7.6.12,Civil Works,12,MAT-00000329,Pull movement political peace series one.,NOS,609,78070.1,47544690.9,312,51.2,False,,ACTIVE,,False,,2023-12-10
CTR-2022-000423-BOQ-0480,CTR-2022-000423,7.4.13,Civil Works,13,MAT-00000046,Group me face rate.,DAY,205,3643.55,746927.75,39,19.0,False,,DELETED,,True,,2020-08-27
